,train,val,iou
0,2.1355189390596934,1.9080860363319516,0.31273544139959897
1,1.691077003866667,1.730266034603119,0.3699358268640473
2,1.545824616739992,1.6154917879030108,0.408232946566948
3,1.4743688233138528,1.612023452296853,0.4339014047678366
4,1.4274532488489058,1.5203111106529832,0.4580338580451258
5,1.3898997044598218,1.5382906924933195,0.4640953811800424
6,1.361999522690894,1.5034732623025775,0.4721142895003071
7,1.3428703073586803,1.5021783728152514,0.4866561376427654
8,1.3371997558278963,1.4709077710285783,0.4944182232760966
9,1.3389491065172479,1.5791709693148732,0.4813226198783499
10,1.3121127405611333,1.5026089549064636,0.49206822939465655
11,1.3054820284014568,1.4746614899486303,0.5088112295282762
12,1.2998543119756505,1.4606808591634035,0.5071475507138234
13,1.2893437198654283,1.4340231958776712,0.5270540999509128
14,1.2696597066533286,1.468636704608798,0.510403710903349
15,1.26662087632576,1.446405510418117,0.5164938201409933
16,1.2505913711211178,1.4180283658206463,0.5308878202185222
17,1.256313483521808,1.4199834978207946,0.523671755668386
18,1.244484045979334,1.459750559180975,0.5288026060457287
19,1.2374136265716515,1.4019216503947973,0.5378198988058466
20,1.2296497889328748,1.502816122956574,0.5246386039125684
21,1.2317792191170156,1.475584371946752,0.5278089486792834
22,1.2201951494207606,1.3887803182005882,0.5460791519544963
23,1.2141658297477989,1.446692606434226,0.5356084610461114
24,1.209333306440385,1.408563976176083,0.54492690214251
25,1.208458351000445,1.446031117811799,0.5437020888629202
26,1.2028268227295484,1.391499124467373,0.542786093892203
27,1.198305253579747,1.3699294123798609,0.5564210197806265
28,1.1885290870268364,1.358417415060103,0.5563945891749486
29,1.1798300071677659,1.3958553643897176,0.5502246043654825
30,1.1753368896170286,1.4210944045335054,0.5483048049242537
31,1.1771754101355327,1.408287063241005,0.5460941771518814
32,1.1925721511652227,1.4101367508992553,0.5410630715610053
33,1.1828422932012472,1.4191037202253938,0.54756149529009
34,1.1672038061078638,1.4144125925377011,0.5599961058774408
35,1.162031774816569,1.3631739858537912,0.5645608975267419
36,1.1644729568070034,1.3769833780825138,0.5674229171174522
37,1.1595753330329899,1.379742769524455,0.5573367677252204
38,1.1562147400691174,1.3785415375605226,0.5662878826715346
39,1.1450437764870003,1.3596051167696714,0.5728122721827509
40,1.1441810089309001,1.3368138689547777,0.5698715971798447
41,1.152152489477885,1.3947168914601207,0.5643262436005053
42,1.1419585120020201,1.349240799434483,0.570553706131143
43,1.1453729080531048,1.3248911341652274,0.5764595990519943
44,1.134181868925225,1.4052457073703408,0.5603636328812973
45,1.1317248746490804,1.329264784231782,0.5789275675634793
46,1.1370760853023967,1.3639394314959645,0.5686802797792234
47,1.1331518403894734,1.3368472512811422,0.5744880027899129
48,1.1217966884432826,1.3942190269008279,0.5717505046226753
49,1.1303739748691441,1.3943361369892955,0.5697468769978467
50,1.1263438330352074,1.408966450020671,0.5668852798298809
51,1.1092679457506165,1.3684262819588184,0.5682141530166185
52,1.1197625449422048,1.3595247436314821,0.573197391715483
53,1.1189190091972705,1.342088935431093,0.5743184761597725
54,1.1216031327203382,1.3367260424420238,0.5785333819289014
55,1.115655927278567,1.4207982406951487,0.5657167265853643
56,1.1022049882012652,1.3728286335244775,0.5753914578056778
57,1.106201111790142,1.378101066686213,0.5757909050419657
58,1.1052794796705712,1.3522228747606277,0.5792148214435936
59,1.1006725845072651,1.4310188656672835,0.5742075609502061
60,1.105862007214455,1.3321584919467568,0.5821889545067299
61,1.1010844094707863,1.3934731711633503,0.5787788139449821
62,1.0980049882055027,1.4113021362572908,0.5730172753492121
63,1.0930329689435894,1.357182520441711,0.5813411959221466
64,1.0894809902674751,1.302859328687191,0.5938414031823921
65,1.0934432644135086,1.37518625613302,0.5755584359675453
66,1.0942619160341565,1.3129536868073046,0.5968545847013722
